artist,song,topic,X,Y,release,lyricist,title,lyric
GReeeeN,父母唄,0,-2.1380134,8.028624,2009-06-10,GReeeeN,父母唄,幼い頃 あれは夏のあの日 あなたの背中で寝た帰り道 遊び疲れ 僕遅くなり あなたに心配かけていた日々 あれからいくつか年月も過ぎ 少し生意気盛り反抗期 体当たりで叱るあなたの心の奥に少し触れました 全て受け入れてくれたよね 素直になれず悲しくさせた こんな僕にいつもいつでも 笑いかけてくれて 父よ母よただありがとう 何も出来ない僕だけど あなたがくれた愛の全て 強く抱きしめて生きてく いつからか距離が生まれては 自ら親とは離れていた 恥ずかしいとか ウザイとか言って格好ばっかつけてた だけどたまに見かけた寂しい顔がかなりバカらしい悲しい過去 って気付いたから 僕の方から 今度電話かけてみるから いつもあまり話さないけど 「しつこいよ」と言ってしまって それでもあなた いつも温もりをくれた こんな僕に 父よ母よただありがとう あなたの子として生まれて これ以上ない幸せを 抱きしめ 噛み締め 生きてく あの日初めて乗った自転車 うまく乗れずに僕泣いていた あなたは血の出る膝小僧「痛そう」と優しい顔でなぐさめていた あれから月日は流れある年 サビついた補助輪見つけ出すとき 僕の子にも 同じ顔して笑いかけると決めた 僕が生まれ いままでの中 あなたに何か返せたろうか? だけど ひとつ 言えるとしたら 「いつも ありがとう」 父よ母よただありがとう 何度言っても足りないよ あなたがくれた愛を全て 言葉にできたらいいのにな 父よ母よただありがとう 素直に言いたい気持ちを あなたがくれた愛は全て 今もこれからも僕になる
GReeeeN,絆,-1,-1.6471323,5.2883077,2007-01-17,GReeeeN,絆,遠く海の向こう 朝日が昇れば きっと何か始まる そんな合図 行こよ 最高のtime つかむため前を 進み続ける俺らのstyle そいつあだいぶ これからのlife 変えていけるそんな気がする 僕らはこの星で (解り合える友との絆を力に) これからも進むさ (羅針盤がシメすその先へ) 今は何も解らないまま ガムシャラに夢を追いかけていく 君が 僕が 輝ける場所 見つけにいこう その先へ !!! 小さな頃に抱いた未来のstory 今もその胸に光っていますか？ いつも歩み止めずに だけど急がずに 目に見える物全て僕らに 教えてくれるさ 大事なのは何か 悩む事無い 君は一人じゃない 僕らはこの星で (解り合える友との絆を力に) これからも進むさ (羅針盤がシメすその先へ) 一人一人は小さくても 絆のもとに力合わせ 君と僕ら 仲間だから 笑顔でいこう これからも wonderful !!! it's amazing world !!! なんだかんだ言ってやってきた 家族や友情 荷を積んで出航！ 僕ら絆の元 行こう 信じる力が 僕らをそこに連れてってくれるさ it's brand new world !!! ハチャメチャな世界 飛びだそ― !!!!!! (yeah ―― !! ) 今は何も解らないまま ガムシャラに夢を追いかけていく 君が 僕が 輝ける場所 見つけにいこう その先へ !!! 一人一人は小さくても 絆のもとに力合わせ 君と僕ら 仲間だから 笑顔でいこう これからも
GReeeeN,口笛,0,-2.1099043,8.088088,2009-06-10,GReeeeN,口笛,なんでそんな風に 悲しい顔して うつむいているの? 少し笑っていたほうが なんとなく楽しくない? そりゃ誰だって そう僕だって やる事なす事中途半端 あんまり人と 比べてみても 何も始まらない 口笛吹いて 楽しく笑って 明日は何かいい日になるさ いつか素晴らしい花を咲かそうよ 君ならきっと出来るさ 間違いだって いつか君となり 大きな力ヘ だけどそうやって 眉間のシワあっちゃ楽しくない! そりゃ誰だって そう僕だって 色んな不安を抱えて生きて マイナスをプラスにかえて いけたらいいな 口笛吹いて ほら顔上げて 明日は明日の風が吹くさ いつか素晴らしい花を咲かそうよ 君ならきっと出来るさ 小さな感動 幸せと呼ぼう そういうとこから始めよう 少しでもいいから一歩一歩 my way 前へ myself 抱いて 大変だって 進め 明日ヘ 笑顔で 描いて 目指して 行こうぜ!!! 口笛吹いて 楽しく笑って 今出来る事をやればいいさ いつかはきっと 君ならきっと大丈夫 なんとかなるさ! 口笛吹いて ほら胸張って 今は今でしかないんだから いつかこの日が 笑えるように やれるだけやって進もう 想い通りに生きれたらいいのに
GReeeeN,あの日のオレンジ,-1,-3.1828697,7.7475724,2014-08-06,GReeeeN,あの日のオレンジ,ああ 眠れない夜で 君は今 何をしてるかな あんなに ほら 素敵な笑顔で笑うなんて ずるいよね 明日 また今日以上に 君と話が出来るかな そんな事を 想ってたら また眠れなくなるね こんなに嬉しいのに 泣きたくなるくらい 胸が苦しいよ 会えない時間に負けそう こんなに好きなんだ 僕くらい 君のことを 好きな人は きっと居ないはずだよ この世界で君が居てくれれば 何もいらないんだ ああ 部屋の窓の外 星が夜空で光ってる 君も同じ 星空 見上げているのかな 気付けば君のことを 考えてる 今 何をしてるんだろう 君の好きなものを全部 知りたくて眠れない 僕くらい 君のことを 好きな人は きっと居ないはずだよ この世界で君が居てくれれば そう思っているんだ 君の楽しそうな声も 真面目な横顔も この胸ギュッと締め付ける あの日二人 夕焼けの中で 帰ったあの日から 僕のこと どう思ってる？ そんなメール 作っては消してる 川沿いの道に 伸びた影 フタツ ゆっくりと歩いていた 今日もまた 君のことを 探すたびに 胸が苦しくなるけど この気持ち伝えていいかな？ 君も同じだといいな 僕くらい 君のことを 好きな人は きっと居ないはずだから ずっと隣で君の話 笑顔で聞いてたくて 君に好きだと言うよ
GReeeeN,フタリ,-1,-3.2015529,7.244817,2013-06-19,GReeeeN,フタリ,ねえ 大好きだよと 届いてますか 2人出逢えた日から ずっと 増してく想い 溢れ出るように 今日までを 振り返る 君がこの先背負う 涙 僕も隣で 君が笑うまで ああ こんなに君が好きです 伝えきれるかな? 全部言えるかな? まだまだこの先 長い道のり ゆっくり話しながら ねえ あの日初めて 君を見かけて 気になって仕方なくて ただ 好きになって 欲しかっただけで わざとらしくした時もある 君とこの先 歩む日々を 僕の隣で ずっと2人で ああ 僕には君がいなきゃ 色んな意味を無くしてしまう 手を握って 2人でずっとずっと ゆっくり歩んでいこう 例えば 2人のこの先に 訪れるいくつもの涙は きっと僕らを試してるから 出逢った頃のままに 2人笑って乗り越えよう 君を傷つけてしまう事も あるかもしれないバカな僕を それも全部 『分かってるから』って笑う君へ 出逢ってくれて ありがとう こんな僕に今出来る事 数えるくらいしかないけれど 君のそばで 一緒に日々を生きる 精一杯 愛を捧ぐ ああ こんなに君が好きです 伝えきれるかな? 全部言えるかな? まだまだこの先 長い2人の日々を ゆっくり話しながら これからもよろしくね
SMAP,世界に一つだけの花,7,-3.0750327,3.5479438,2002-07-24,槇原敬之,世界に一つだけの花,花屋の店先に並んだ いろんな花を見ていた ひとそれぞれ好みはあるけど どれもみんなきれいだね この中で誰が一番だなんて 争うこともしないで バケツの中誇らしげに しゃんと胸を張っている それなのに僕ら人間は どうしてこうも比べたがる？ 一人一人違うのにその中で 一番になりたがる？ そうさ 僕らは 世界に一つだけの花 一人一人違う種を持つ その花を咲かせることだけに 一生懸命になればいい 困ったように笑いながら ずっと迷ってる人がいる 頑張って咲いた花はどれも きれいだから仕方ないね やっと店から出てきた その人が抱えていた 色とりどりの花束と うれしそうな横顔 名前も知らなかったけれど あの日僕に笑顔をくれた 誰も気づかないような場所で 咲いてた花のように そうさ 僕らも 世界に一つだけの花 一人一人違う種を持つ その花を咲かせることだけに 一生懸命になればいい 小さい花や大きな花 一つとして同じものはないから no.1にならなくてもいい もともと特別なonly one
SMAP,オレンジ,-1,-1.2007196,5.98376,2001-08-08,市川喜康,オレンジ,小さな肩に背負い込んだ僕らの未来は ちょうど今日の夕日のように揺れてたのかなぁ。 イタズラな天気雨がバスを追い越して オレンジの粒が街に輝いている 遠回りをした自転車の帰り道 背中にあたたかな鼓動を感じてた 『さよなら。』と言えば君の傷も少しは癒えるだろう? 『あいたいよ…。』と泣いた声が今も胸に響いている 不器用すぎる二人も季節を越えれば まだ見ぬ幸せな日に巡り逢うかなぁ。 なんとなく距離を保てずにはにかんでは 歯がゆい旅路の途中で寝転んだね 『さよなら。』と言えば君の傷も少しは癒えるだろう? 『あいたいよ…。』と泣いた声が今も胸に響いている 人波の中でいつの日か偶然に 出会えることがあるのならその日まで… 『さよなら。』僕を今日まで支え続けてくれたひと 『さよなら。』今でも誰よりたいせつだと想えるひと そして 何より二人がここで共に過ごしたこの日々を となりに居てくれたことを僕は忘れはしないだろう 『さよなら。』 消えないように… ずっと色褪せぬように… 『ありがとう。』
SMAP,夜空ノムコウ,4,-2.2526944,4.52859,1998-01-14,スガシカオ,夜空ノムコウ,あれからぼくたちは 何かを信じてこれたかなぁ… 夜空のむこうには 明日がもう待っている 誰かの声に気づき ぼくらは身をひそめた 公園のフェンス越しに 夜の風が吹いた 君が何か伝えようと にぎり返したその手は ぼくの心のやわらかい場所を 今でもまだしめつける あれからぼくたちは 何かを信じてこれたかなぁ… マドをそっと開けてみる 冬の風のにおいがした 悲しみっていつかは 消えてしまうものなのかなぁ… タメ息は少しだけ 白く残ってすぐ消えた 歩き出すことさえも いちいちためらうくせに つまらない常識など つぶせると思ってた 君に話した言葉は どれだけ残っているの？ ぼくの心のいちばん奥で から回りしつづける あのころの未来に ぼくらは立っているのかなぁ… 全てが思うほど うまくはいかないみたいだ このままどこまでも 日々は続いていくのかなぁ… 雲のない星空が マドのむこうにつづいてる あれからぼくたちは 何かを信じてこれたかなぁ… 夜空のむこうには もう明日が待っている
SMAP,らいおんハート,0,-2.922331,8.20013,2000-08-30,野島伸司,らいおんハート,君はいつも僕の薬箱さ どんな風に僕を癒してくれる 笑うそばから ほら その笑顔 泣いたら やっぱりね 涙するんだね ありきたりな恋 どうかしてるかな 君を守るため そのために生まれてきたんだ あきれるほどに そうさ そばにいてあげる 眠った横顔 震えるこの胸 lion heart いつか もし子供が生まれたら 世界で二番目にスキだと話そう 君もやがてきっと巡り合う 君のママに出会った 僕のようにね 見せかけの恋に 嘘かさねた過去 失ったものは みんなみんな埋めてあげる この僕に愛を教えてくれたぬくもり 変わらない朝は 小さなその胸 angel heart 見せかけの恋に 嘘かさねた過去 失ったものは みんなみんな埋めてあげる この僕に愛を教えてくれたぬくもり 君を守るため そのために生まれてきたんだ あきれるほどに そうさ そばにいてあげる 眠った横顔 震えるこの胸 lion heart
SMAP,Triangle,-1,-1.3635198,5.0688696,2005-11-23,市川喜康,Triangle,都心を少し外れた 小さなこの部屋から どんなに目を凝らせど 見えないものばかりだ 例えば、遠い空に 誰かが祈っていたり 例えば、身を潜めて キミが怯えてたり すべてに満ち足りた 明日の日を 求め彷徨う 亡者の影 破壊でしか見出せない 未来の世界を 愛せないよ 僕の目が キミの手が 僕らの声が それぞれ異なっているように 自由でこそ 生命だから 僕の肌 キミの母 僕らの愛は 蒼く浮かぶ ちっぽけな惑星(ほし)に 舞い降りた奇蹟 無口な祖父の想いが父へと 時代(とき)を跨ぎ 一途に登り続けた ひどく過酷な道 わずかな苦しみも 知らぬまま 後に生まれ 生きる僕ら 受け継ごう その想い 声の限りに 伝えるんだ 大国の英雄(ヒーロー)や 戦火の少女 それぞれ重さの同じ 尊ぶべき 生命だから 精悍な顔つきで 構えた銃は 他でもなく 僕らの心に 突きつけられてる 深く深く 刻まれた あの傷のように 僕の目が キミの手が 僕らの声が それぞれ異なっているように 自由でこそ 生命だから 僕の肌 キミの母 僕らの愛は 蒼く浮かぶ ちっぽけな惑星(ほし)に 舞い降りた奇蹟 大国の悲しみも 見果てぬ母も それぞれ重さの同じ 尊ぶべき 生命(いのち)だから 精悍な顔つきで 構えた銃は 他でもなく 僕らの心に 突きつけられてる そう、怯えるキミの手で
SMAP,ありがとう,-1,-3.265672,7.5253696,2006-10-11,MORISHINS',ありがとう,どうしようもない いつもしょうもない 事ばかりで盛り上がって そんな僕らも大人になって どんなときも僕に勇気をくれるみんなが僕の言う希望 大切だから最高仲間 泣かせてきた人も沢山 もう見たくない母の涙 こんな僕でも見捨てなかった こんなにも素敵な人達がそばにいてくれた ありがとう (なくさないで笑顔 忘れないで涙) ありがとう (僕の大好きな言葉 僕の大切な人へ) ありがとう (なくさないで笑顔) ありがとう (忘れないで涙) ありがとう (僕の大好きな言葉 僕の大切な人へ) 小さな小さな幸せでいい 僕らにずっと続きますように… どうしようもない いつもしょうもない 事ばかりで盛り上がって そんな僕でも人を愛した どんなときも愛のためにその思いが募るたびに わかりあえずに離ればなれに 泣かせてきた人の心 もう見たくない君の涙 こんな僕でも愛してくれた 何よりも君と出会える事が出来てよかった あの日々が (怖がらずに今を 強く生きて行こう) あの愛が  (助けられた言葉 今もずっと胸に) あの人が  (怖がらずに今を) くれたもの (強く生きて行こう) 忘れない  (助けられた言葉 今もずっと胸に) 大きな大きな愛情だけで 僕らはきっと強くなれるんだ 訳もなく人は淋しくなるけど一人ぼっちではないんだ 大きな存在がきっと救ってくれるから ありがとう ありがとう ありがとう ありがとう ありがとう 小さな小さな幸せでいい 僕らにずっと続きますように… あの日々が (怖がらずに今を 強く生きて行こう) あの愛が  (助けられた言葉 今もずっと胸に) あの人が  (怖がらずに今を) くれたもの (強く生きて行こう) 忘れない  (助けられた言葉 今もずっと胸に) 大きな大きな愛情だけで 僕らはきっと強くなれるんだ 愛する人へありがとう
SMAP,Joy!!,-1,-1.0369897,7.768907,2013-06-05,津野米咲,Joy!!,yeah 生真面目さんは ごくろうさん 平日の顔を 土日まで引きずってる ギブアップすらも できそこなってる 夜は付き合い ためらい 呑めない だらけで渦巻く 誘惑 泣く泣く 矛盾に寄り添う 逃げそう 駄目そう 自分が嫌になっちゃったなら 無駄なことを 一緒にしようよ 忘れかけてた 魔法とは つまり joy！！ joy！！ あの頃の僕らを 思い出せ出せ 勿体ぶんな 今すぐ joy！！ joy！！ お隣さんも おつかれさん カツカツでどうも くたびれてしまってる 息抜きすら ままならない 昼も付き合い 馴れ合い やめたい だらけで取り巻く 思惑 なんとなく もやもや怖じ気 づいて 助け 求める術探し中 せめぎあってる ビルの狭間 忘れかけてた 魔法とは つまり joy！！ joy！！ あの頃の僕らは どこへ行っちまった 探しに行くのさ joy！！ joy！！ どっちつかずで 頭下げた そんな日々に 媚びて生きてる 止まらない サイクルを 切り開くのは 他の誰でもないのさ 自ら joy！！ joy！！ 無駄なことを 一緒にしようよ 忘れかけてた 魔法とは つまりjoy！！ joy！！ あの頃の僕らを 思い出せ出せ 勿体ぶんな 今すぐ joy！！ joy！！ どうにかなるさ 人生は 明るい歌でも歌っていくのさ joy！！ joy！！ あの頃の僕らに 今夜だけでもいいから 朝まで joy！！ joy！！
SMAP,SHAKE,-1,-0.8858269,7.6884575,1996-11-18,森浩美,SHAKE,“きょう会わない？”ってキミの電話 ボクも今そう思っていた テレパシーみたいでウレしい 明日は休みだ仕事もない 早起きなんかしなくてもいい キミと昼まで眠れそう oh... 渋滞のタクシーも oh... 進まなくたって イライラしない yeah！ シェイク シェイク ブギーな胸騒ぎ チョー ベリ ベリ 最高 ヒッピ ハッピ シェイク シュー シュー 星が流れてく あしたからハレルヤ ふたりならヤレルヤ ポケットティッシュを2個もらった ネオンボードは輝いてる 街は楽しくうたってる すれ違ってく恋人たち ウデを組んだりけんかしたり みんなどこへ行くんだろう？ oh... ガムをふんづけても oh... きょうはオコらない イライラしない yeah！ シェイク シェイク ブギーな胸騒ぎ チョー ベリ ベリ 最高 ヒッピ ハッピ シェイク ヘイ ヘイ 嫌な顔しない キミと会えるから あしたからハレルヤ oh... 吹き抜けてく風 oh... 気持ちがいいもんだ 夜はこれから yeah！ シェイク シェイク ブギーな胸騒ぎ チョー ベリ ベリ 最高 ヒッピ ハッピ シェイク ヨー ヨー キミが待っている しあわせな気分さ シェイク シェイク ブギーな胸騒ぎ チョー ベリ ベリ 最高 ヒッピ ハッピ シェイク シュー シュー 星が流れてく あしたからハレルヤ ふたりならヤレルヤ
SMAP,オリジナル スマイル,-1,-1.735062,5.6586165,1994-07-07,森浩美,オリジナル スマイル,笑顔抱きしめ 悲しみすべて 街の中から消してしまえ 晴れわたる空 昇ってゆこうよ 世界中がしあわせになれ！ なぜか最近“ツイてない”と思ったら 一度じっくり鏡を覗(のぞ)くといいね マイナスの事柄(こと)ばかり 考えていると いいことない 顔つき暗いぜ 笑顔抱きしめ ココロに活力(ちから) 腹の底から笑いとばせ 女神がくれた 最高の贈り物 生まれつきの笑顔に戻れ！ みんな出来れば 楽してズルもしたいさ だけど便利な近道なんかはなくて… 小さくまとまっても 面白くないし 揺れる心 鍛(きた)えられないぜ 笑顔抱きしめ カラダに活力(ちから) 辛いことなら弾(はじ)きとばせ 君が微笑(わら)えば 周囲(まわり)の人だって いつの間にか しあわせになる 山程ムカつくこと 毎日あるけど 腐ってたら もうそこで終わり… 笑顔抱きしめ ココロに活力(ちから) 腹の底から笑いとばせ 女神がくれた 最高の贈り物 生まれつきの笑顔に戻れ！ 笑顔抱きしめ 悲しみすべて 街の中から消してしまえ 晴れわたる空 昇ってゆこうよ 世界中がしあわせになれ！
SMAP,ダイナマイト,-1,-3.5199378,8.424717,1997-02-26,森浩美,ダイナマイト,痛いくらいのキスをして せつないくらいに濡れた声 さっきまでの君から想像できなくて 胸に隠せない情熱 脱ぎさったときにはじける 恥ずかしがらなくてもいい愛しておくれ wow 昼はどんな顔で 退屈を飼い慣らして 従順な瞳 密かに夜を待つよ dynamiteなhoneyでもいいんじゃない でもいいんじゃない めまい起こしそう dynamiteなbodyでもいいんじゃない でもいいんじゃない 愛があふれてる you are the dynamite！ oh... yeah！ 妖しく揺れてる満月 そぞろに歩けば誰もみな そそり立つような気持ち押さえきれなくて そっとじれったい指先 もっと欲しくなる溜息 スリットの透き間から悦しいユメをみる wow 心にたまってく 理不尽なストレスを 明日を生きるため 愛に変えてしまえば dynamiteなhoneyでもいいんじゃない でもいいんじゃない 全部壊れても dynamiteなbodyでもいいんじゃない でもいいんじゃない 君があふれてる you are the dynamite！ oh... yeah！ この街はうたかた 昨夜(ゆうべ)と今夜の闇 渇ききったカラダ 生命(いのち)を吹き込んで dynamiteなhoneyでもいいんじゃない でもいいんじゃない めまい起こしそう dynamiteなbodyでもいいんじゃない でもいいんじゃない 愛があふれてる you are the dynamite！ oh... yeah！ dynamiteなhoneyでもいいんじゃない でもいいんじゃない 全部壊れても dynamiteなbodyでもいいんじゃない でもいいんじゃない 君があふれてる you are the dynamite！ oh... yeah！
SMAP,青いイナズマ,-1,-1.7230457,7.360562,1996-07-15,森浩美,青いイナズマ,君の態度が変わったと キスを避けるしぐさで気づく そうさ抜殻の匂い抱いて 凍りつくよ 君が誰かといるだけで 胸を不安が締めつけるよ 疑い始めればキリがない 抜けないトゲだね 「疲れのせいよ」と 髪を直して そそくさと君は この部屋を出るよ 青いイナズマが僕を責める 炎カラダ灼き尽くす get you. 冷たい君の素肌が いつもココロ狂わせる 惑わせて you're my girl. 昼は冷静な顔でも 夜は胸を掻き毟るよ 君の電話が留守にかわれば 眠れなくて… 僕はジェラシーの渦の中 君のあらぬ姿思う 違う誰かを意識しながら 媚びて微笑うのさ 見苦しいほどに 問いただせたら 悲痛な気持ちも 楽になれるけど 青いイナズマが僕を責める 炎すべて灼き尽くす get you. 冷たい罠を仕掛けて 君がココロ狂わせる 惑わせて i miss you... イナズマが僕を責める 炎カラダ灼き尽くす get you. 冷たい君の素肌が いつもココロ狂わせる 惑わせて you're my girl. 青いイナズマが僕を責める 炎すべて灼き尽くす get you. 冷たい罠を仕掛けて 君がココロ狂わせる 惑わせて i miss you... イナズマが僕を責める 炎カラダ灼き尽くす get you. 冷たい君の素肌が いつもココロ狂わせる 惑わせて you're my girl.
SMAP,セロリ,0,0.25366724,8.030816,1997-05-14,山崎将義,セロリ,育ってきた環境が違うから好き嫌いはイナメナイ 夏がだめだったりセロリが好きだったりするのね ましてや男と女だからすれちがいはしょうがない 妥協してみたり多くを求めたりなっちゃうね 何がきっかけでどんなタイミングで二人は出逢ったんだろう やるせない時とか心許ない夜 出来るだけいっしょにいたいのさ がんばってみるよ やれるだけ がんばってみてよ 少しだけ なんだかんだ言っても つまりは 単純に 君のこと好きなのさ もともと何処吹く他人だから価値観はイナメナイ 流行が好きだったりそのわり古風なとこあったりするのね 性格曲げてまで気持ちをおさえてまで付き合うことないけど 一人じゃ持ち切れない素敵な時間に 出来るだけいっしょにいたいのさ がんばってみるよ やれるだけ がんばってみてよ 少しだけ なんだかんだ言っても つまりは 単純に 君のこと好きなのさ がんばってみるよ やれるだけ がんばってみてよ 少しだけ なんだかんだ言っても つまりは 単純に 君のこと好きなのさ
SMAP,Dear WOMAN,-1,-2.7119732,4.878346,2006-04-19,麻生哲朗,Dear WOMAN,君がどんなに否定しても 本当だから揺るがない 「君はとても美しい」という真実 あまりに広い世界の中 愛しい人が この国で生きてるという 震えるくらいの奇跡 君の美しさが 僕らの前だけで咲いている 胸が騒ぐまま 世界中に誇るよ welcome ようこそ日本へ 君が今ここにいること とびきりの運命に 心からありがとう 今日も 君が君らしく 青空の下で輝いている きれいだね 君こそ我が誇り dear woman どこかよそから借りてきた サイズの違うちぐはぐな ウツクシサをまとうだけなら寂しい 君が毎日生きる中で 笑って泣いて 心から美しさを育ててるから嬉しい 同じ国に咲いた 愛しくてかけがえないものを 胸の真ん中で 思いながら守るよ welcome ようこそ日本へ 僕らが生きてる時代へ 舞い降りた偶然に 心からありがとう 君が 君でいることが とても美しい 忘れないでいて 目の前の 君こそ我が誇り dear woman welcome ようこそ日本へ 君が今ここにいること とびきりの運命に 心からありがとう welcome ようこそ日本へ 僕らが生きてる時代へ 舞い降りた偶然に 心からありがとう 君が 君でいることが とても美しい 忘れないでいて いつまでも 君こそ我が誇り dear woman
SMAP,STAY,-1,-1.3873863,8.322613,2006-07-26,佐原けいこ,STAY,この先どうしようもなくすれ違ったり 言い争いがあったりもしても どうか道の途中で 手を離そうとしないでよ ちゃんと繋いでてよ let you know 大事なのは続けること 楽しいだけでいれない時も i'll be… won't you stay？ we'll be 罪を捨て 僕らずっと共に歩こう 永遠なんて言わないからさ 5、60年 それだけでいい there will be good days キミを欲しくって これ以上の願いはないよ キミのポケット 潜む孤独も ゆっくりと溶かすから we'll be together yours ever こうして出会えたから それでいいのさ 大丈夫 心配しないで let you know キミの過去も弱いとこも すべて愛しく受け入れよう i'll be… won't you stay？ we'll be 賽を振れ 僕がずっと隣にいよう キミが何かを憎まぬように 無意味に傷つかないように there will be good days ただ笑い合って これ以上の願いはないよ キミの笑顔の理由(わけ)が僕なら 誇らしく思うから we'll be together yours ever いつまでも i'll be… won't you stay？ we'll be 愛を撃て 僕らずっと共に生きよう 永遠なんて言わないからさ 鼓動止む そのときまで we'll be together yours ever あなたと共に歩こう いろんなことを乗り越え たったの50年 一緒に…
SMAP,がんばりましょう,8,1.5264834,6.3731937,1995-01-01,小倉めぐみ,がんばりましょう,かっこいいゴールなんてさ あッとゆーまにおしまい 星はひゅるっと消えていた また別の朝だった ジリリ目覚ましが鳴り 血圧はどん底で 寝グセだらけの顔で なんだかなぁ もう hey hey hey girl どんな時も くじけずにがんばりましょう hey hey hey boy かっこわるい 朝だってがんばりましょう うしろ指さすのなんてさ 好きな人も多いでしょ ツキは天下のまわりもの めぐりめぐる代物(シロモノ) すごいリッパになって すげーいい服着ても モロにころべば痛い そんなもんだよね hey hey hey girl いつの日にか また幸せになりましょう hey hey hey boy かっこわるい 朝からとにかく始まる 東京タワーで昔 見かけたみやげ物に はりついてた言葉は 「努力」と「根性」 hey hey hey girl 仕事だから とりあえずがんばりましょう hey hey hey boy 空は青い 僕らはみんな生きている hey hey hey girl いつの日にか 幸せを勝ちとりましょう hey hey hey boy かっこわるい 毎日をがんばりましょう
SMAP,この瞬間(とき)、きっと夢じゃない,1,-2.2868564,6.4953146,2008-08-13,Hi-Fi CAMP,この瞬間(とき)、きっと夢じゃない,震えだした 手を見つめ 高鳴る鼓動 指先まで 逃げたくなるくらいの不安に そっと 一人瞳閉じた きらめいては消える夢の影 追いかけては向かい風 何度も諦めそうになって その度また繋いだ夢 いつだって背中には そっと支える人達の この暖かく ただ強く優しい声にのせて跳ぶんだ 僕らは いつだって 一人じゃ無いんだよ please stand up いつも感じてたくて だからdon't cry きっと夢じゃない どんなに 遠く 離れていても そばにいるから 苦しみ悩み続けてた 何度も諦めようとした それでも歩いてきたこの道は たった一つの僕の夢さ 立ち止まった雑踏は どこか似たような僕らを包んだ ふざけあった時間は もう戻らなくて 言葉だって 届かない あの日君が流した涙も 僕ら一緒なら ほら笑い顔 僕はあの日 霞む空に また「強くなるさ」と誓った 僕らは 散らばった 夢の欠片集め ほらsunrise 高く羽ばたいていこう 交わした誓い 祈りを担い 見慣れたはずの世界、今 輝いてくよ はみ出した涙や 流した汗が 僕を支えるんだ 言葉よりも ずっと大切なもの 君に伝えたいよ 歩き出した 僕らの未来なら これから先僕らで変えるから どんなときも 諦めず ただ進むよ 倒れて見上げてた 悔し涙で滲む青空 あの頃の僕らの 夢叶えたいんだ 僕らは いつだって 一人じゃ無いんだよ please stand up  いつも感じているよ だからdon't cry きっと夢じゃない どんなに 遠く 離れていても そばにいるから 言葉じゃ伝わんない 言葉じゃ伝わんない
SMAP,BANG!BANG!バカンス!,10,0.7347266,6.652637,2005-07-27,宮藤官九郎,BANG!BANG!バカンス!,シャワーぶっ壊れ 真夜中 クーラーのリモコン握りしめ ぜーぜー言ってた 去年の夏 バイクの免許欲しいな そしたらバイクも欲しいな でも 結局ウダウダしてた 一昨年の夏 バカンスって言葉の半分は バカ バカ バカ どうせバカなら元気なバカがいい baby bang！bang！bang！ 裸足でgo now 人類の進化に逆らって baby bang！bang！bang！ oh！バカづらで スーツで海に飛び込んで さあ 太陽と打ち合わせしよう 男前だね木村くん 当たり前だよ前田さん 前田さんなんて ウチには いない(♪まじで？) バイクの免許欲しいな(まだいってんの？) だけど歯医者へも行かなきゃ でも 結局うだうだしそう 今年の夏も 稲垣って名字の半分は ガキ ガキ ガキ どうせガキなら 迷惑なガキでいい baby bang！bang！bang！ 裸足でgo now 世間体もプライドも預けて baby bang！bang！bang！ oh！バカづらで 海パンで 国際線乗っちゃって！ もう 恋なんて現地調達 計画どおりなんか進まない それがバカのバカンス 家に着くまで 元気なバカでいい baby bang！bang！bang！ 裸足でgo now サングラス頭に乗っけちゃって baby bang！bang！bang！ oh！バカづらで tシャツのすそ結んじゃって さあ 写真は基本vサイン で 後悔と反省がお土産
